,carat,cut,color,clarity,depth,table,price,x,y,z
38460,0.37,Premium,6,5,60.2,60.0,1030,4.68,0.37,0.37
38461,0.38,Very Good,6,6,63.8,57.0,1030,4.57,0.38,0.38
38462,0.38,Very Good,4,7,63.8,58.0,1030,4.58,0.38,0.38
38463,0.46,Very Good,6,4,63.4,59.0,1030,4.88,0.46,0.46
38464,0.38,Ideal,5,6,62.0,57.0,1030,4.64,0.38,0.38
38465,0.34,Ideal,5,7,61.6,55.0,1030,4.5,0.34,0.34
38466,0.35,Ideal,5,7,60.7,55.0,1030,4.56,0.35,0.35
38467,0.32,Ideal,6,6,61.2,56.0,1030,4.43,0.32,0.32
38468,0.41,Premium,5,5,60.7,59.0,1030,4.79,0.41,0.41
38469,0.41,Ideal,5,5,62.2,55.0,1030,4.79,0.41,0.41
38470,0.52,Fair,0,4,65.3,56.0,1030,5.05,0.52,0.52
38471,0.32,Premium,6,5,60.5,59.0,1030,4.49,0.32,0.32
38472,0.4,Very Good,1,4,61.9,55.0,1031,4.73,0.4,0.4
38473,0.38,Very Good,3,5,60.7,55.0,1031,4.71,0.38,0.38
38474,0.38,Ideal,2,6,62.1,56.0,1031,4.64,0.38,0.38
38475,0.42,Ideal,4,5,61.0,57.0,1031,4.84,0.42,0.42
38476,0.42,Ideal,4,5,61.9,57.0,1031,4.79,0.42,0.42
38477,0.42,Ideal,6,4,62.2,55.0,1031,4.75,0.42,0.42
38478,0.42,Ideal,3,6,62.1,57.0,1031,4.77,0.42,0.42
38479,0.42,Ideal,3,6,61.3,56.0,1031,4.81,0.42,0.42
38480,0.42,Very Good,3,6,60.4,59.0,1031,4.78,0.42,0.42
38481,0.42,Premium,4,5,61.8,59.0,1031,4.81,0.42,0.42
38482,0.42,Ideal,6,4,61.4,56.0,1031,4.8,0.42,0.42
38483,0.42,Ideal,4,5,61.3,57.0,1031,4.8,0.42,0.42
38484,0.42,Premium,4,5,60.9,59.0,1031,4.8,0.42,0.42
38485,0.42,Ideal,3,6,60.7,55.0,1031,4.86,0.42,0.42
38486,0.42,Ideal,6,4,61.8,56.0,1031,4.8,0.42,0.42
38487,0.42,Ideal,4,5,61.4,57.0,1031,4.78,0.42,0.42
38488,0.42,Very Good,4,5,59.9,61.0,1031,4.84,0.42,0.42
38489,0.42,Ideal,3,6,62.6,55.0,1031,4.77,0.42,0.42
38490,0.42,Ideal,4,5,62.3,55.0,1031,4.77,0.42,0.42
38491,0.42,Ideal,4,5,60.9,57.0,1031,4.84,0.42,0.42
38492,0.42,Ideal,6,4,61.2,56.0,1031,4.8,0.42,0.42
38493,0.42,Premium,4,5,61.2,58.0,1031,4.82,0.42,0.42
38494,0.42,Very Good,4,5,61.9,55.0,1031,4.78,0.42,0.42
38495,0.42,Ideal,3,6,62.4,55.0,1031,4.79,0.42,0.42
38496,0.42,Ideal,6,4,62.1,54.0,1031,4.8,0.42,0.42
38497,0.42,Ideal,6,4,62.4,55.0,1031,4.8,0.42,0.42
38498,0.42,Ideal,3,6,62.7,56.0,1031,4.74,0.42,0.42
38499,0.42,Ideal,3,6,62.2,56.0,1031,4.77,0.42,0.42
38500,0.4,Ideal,5,7,60.6,56.0,1031,4.77,0.4,0.4
38501,0.5,Very Good,2,3,61.9,63.0,1031,5.08,0.5,0.5
38502,0.39,Ideal,4,6,60.4,60.0,1031,4.73,0.39,0.39
38503,0.4,Ideal,2,3,62.2,55.0,1031,4.72,0.4,0.4
38504,0.47,Good,2,5,65.1,59.0,1031,4.81,0.47,0.47
38505,0.44,Premium,3,5,62.3,59.0,1031,4.87,0.44,0.44
38506,0.5,Fair,4,2,65.5,54.0,1031,5.06,0.5,0.5
38507,0.5,Premium,4,2,58.0,62.0,1031,5.21,0.5,0.5
38508,0.5,Fair,4,2,65.5,54.0,1031,5.06,0.5,0.5
38509,0.5,Ideal,1,3,59.8,59.0,1031,5.18,0.5,0.5
38510,0.5,Premium,3,2,62.0,59.0,1031,5.1,0.5,0.5
38511,0.5,Fair,3,4,65.7,57.0,1031,4.97,0.5,0.5
38512,0.44,Ideal,3,3,61.7,55.0,1032,4.88,0.44,0.44
38513,0.46,Very Good,5,3,59.3,63.0,1032,5.09,0.46,0.46
38514,0.4,Very Good,3,6,61.1,58.0,1033,4.73,0.4,0.4
38515,0.38,Ideal,4,6,62.7,56.0,1033,4.61,0.38,0.38
38516,0.36,Ideal,6,6,62.0,54.0,1033,4.57,0.36,0.36
38517,0.37,Ideal,3,8,62.4,56.0,1033,4.6,0.37,0.37
38518,0.53,Good,1,3,61.3,62.0,1033,5.14,0.53,0.53
38519,0.34,Ideal,6,4,62.1,55.0,1033,4.49,0.34,0.34
38520,0.34,Ideal,5,5,62.1,56.0,1033,4.5,0.34,0.34
38521,0.34,Ideal,5,5,62.2,55.0,1033,4.52,0.34,0.34
38522,0.34,Premium,5,5,59.9,58.0,1033,4.58,0.34,0.34
38523,0.34,Ideal,5,5,60.8,57.0,1033,4.53,0.34,0.34
38524,0.34,Ideal,5,5,61.8,57.0,1033,4.5,0.34,0.34
38525,0.34,Ideal,5,5,61.8,56.0,1033,4.51,0.34,0.34
38526,0.34,Ideal,5,5,62.0,56.0,1033,4.52,0.34,0.34
38527,0.34,Ideal,5,5,62.4,55.0,1033,4.47,0.34,0.34
38528,0.34,Ideal,6,4,62.4,53.0,1033,4.52,0.34,0.34
38529,0.34,Ideal,5,5,61.2,57.0,1033,4.5,0.34,0.34
38530,0.34,Ideal,5,5,61.2,57.0,1033,4.51,0.34,0.34
38531,0.34,Ideal,5,5,61.0,57.0,1033,4.52,0.34,0.34
38532,0.38,Premium,2,7,59.1,58.0,1033,4.76,0.38,0.38
38533,0.38,Premium,2,7,61.2,60.0,1033,4.7,0.38,0.38
38534,0.38,Very Good,2,7,63.3,58.0,1033,4.62,0.38,0.38
38535,0.34,Ideal,6,4,60.8,57.0,1033,4.52,0.34,0.34
38536,0.34,Ideal,6,4,61.4,56.0,1033,4.53,0.34,0.34
38537,0.34,Ideal,6,4,60.6,57.0,1033,4.53,0.34,0.34
38538,0.34,Premium,6,4,60.4,60.0,1033,4.56,0.34,0.34
38539,0.34,Premium,6,4,59.3,58.0,1033,4.55,0.34,0.34
38540,0.34,Ideal,6,4,62.3,55.0,1033,4.48,0.34,0.34
38541,0.34,Ideal,6,4,62.0,55.0,1033,4.49,0.34,0.34
38542,0.34,Premium,6,4,62.1,58.0,1033,4.5,0.34,0.34
38543,0.34,Ideal,6,4,61.3,57.0,1033,4.5,0.34,0.34
38544,0.34,Ideal,6,4,62.0,54.0,1033,4.52,0.34,0.34
38545,0.34,Ideal,6,4,62.5,57.0,1033,4.47,0.34,0.34
38546,0.34,Ideal,6,4,62.9,55.0,1033,4.47,0.34,0.34
38547,0.34,Ideal,6,4,62.9,56.0,1033,4.5,0.34,0.34
38548,0.34,Ideal,6,4,62.0,55.0,1033,4.48,0.34,0.34
38549,0.34,Ideal,5,5,61.4,57.0,1033,4.5,0.34,0.34
38550,0.6,Fair,5,2,66.5,56.0,1033,5.31,0.6,0.6
38551,0.41,Premium,2,5,62.8,59.0,1033,4.73,0.41,0.41
38552,0.5,Very Good,0,5,61.4,57.8,1034,5.09,0.5,0.5
38553,0.55,Good,0,4,64.1,54.0,1034,5.18,0.55,0.55
38554,0.39,Ideal,5,6,61.9,55.0,1034,4.7,0.39,0.39
38555,0.39,Ideal,5,6,61.9,55.0,1034,4.7,0.39,0.39
38556,0.31,Ideal,6,6,61.2,55.0,1034,4.37,0.31,0.31
38557,0.31,Ideal,6,6,62.0,56.0,1034,4.35,0.31,0.31
38558,0.31,Ideal,6,6,61.1,56.0,1034,4.38,0.31,0.31
38559,0.5,Very Good,1,3,62.5,57.0,1035,5.06,0.5,0.5
38560,0.45,Premium,1,5,62.3,58.0,1035,4.86,0.45,0.45
38561,0.5,Fair,3,2,65.6,56.0,1035,4.99,0.5,0.5
38562,0.35,Ideal,6,5,61.2,56.0,1035,4.54,0.35,0.35
38563,0.52,Ideal,2,2,61.5,56.0,1035,5.17,0.52,0.52
38564,0.5,Ideal,2,3,61.7,58.0,1035,5.07,0.5,0.5
38565,0.5,Ideal,2,3,61.8,56.0,1035,5.1,0.5,0.5
38566,0.35,Ideal,4,8,60.9,56.0,1035,4.54,0.35,0.35
38567,0.4,Ideal,2,5,61.8,56.0,1035,4.78,0.4,0.4
38568,0.46,Premium,5,3,61.8,57.0,1035,4.98,0.46,0.46
38569,0.42,Ideal,2,7,61.8,55.0,1035,4.85,0.42,0.42
38570,0.4,Ideal,1,6,62.4,55.0,1035,4.73,0.4,0.4
38571,0.4,Ideal,1,6,62.0,56.0,1035,4.77,0.4,0.4
38572,0.4,Premium,2,5,62.6,58.0,1035,4.73,0.4,0.4
38573,0.4,Premium,2,5,62.6,58.0,1035,4.71,0.4,0.4
38574,0.4,Premium,2,5,62.6,58.0,1035,4.71,0.4,0.4
38575,0.4,Premium,2,5,62.4,60.0,1035,4.74,0.4,0.4
38576,0.4,Premium,2,5,62.7,56.0,1035,4.73,0.4,0.4
38577,0.4,Premium,3,4,62.8,61.0,1035,4.67,0.4,0.4
38578,0.4,Very Good,3,4,63.5,56.0,1035,4.7,0.4,0.4
38579,0.4,Ideal,3,4,62.9,56.0,1035,4.72,0.4,0.4
38580,0.4,Ideal,3,4,62.3,57.0,1035,4.71,0.4,0.4
38581,0.4,Ideal,3,4,61.2,57.0,1035,4.78,0.4,0.4
38582,0.36,Premium,5,7,62.4,56.0,1035,4.57,0.36,0.36
38583,0.4,Premium,3,5,60.0,57.0,1035,4.83,0.4,0.4
38584,0.46,Fair,3,5,58.0,66.0,1035,5.08,0.46,0.46
38585,0.5,Premium,0,5,62.4,61.0,1035,4.98,0.5,0.5
38586,0.41,Ideal,4,6,62.1,55.0,1036,4.77,0.41,0.41
38587,0.39,Ideal,4,6,61.9,54.8,1036,4.68,0.39,0.39
38588,0.43,Ideal,6,3,61.6,56.0,1036,4.86,0.43,0.43
38589,0.51,Premium,4,2,62.8,60.0,1036,5.1,0.51,0.51
38590,0.51,Premium,4,2,58.3,61.0,1036,5.18,0.51,0.51
38591,0.57,Very Good,0,3,60.6,61.0,1037,5.36,0.57,0.57
38592,0.43,Ideal,3,7,61.4,57.0,1037,4.85,0.43,0.43
38593,0.55,Ideal,2,2,62.6,56.0,1037,5.24,0.55,0.55
38594,0.43,Good,2,7,61.2,61.0,1037,4.84,0.43,0.43
38595,0.45,Fair,4,4,64.2,58.0,1037,4.9,0.45,0.45
38596,0.52,Premium,5,1,60.8,60.0,1037,5.2,0.52,0.52
38597,0.53,Ideal,0,4,62.6,53.0,1038,5.21,0.53,0.53
38598,0.38,Ideal,5,4,61.7,54.0,1038,4.66,0.38,0.38
38599,0.5,Ideal,3,2,60.0,57.0,1038,5.17,0.5,0.5
38600,0.53,Ideal,1,3,61.5,54.0,1038,5.22,0.53,0.53
38601,0.37,Premium,6,6,60.7,59.0,1038,4.66,0.37,0.37
38602,0.4,Ideal,5,4,62.6,57.0,1038,4.7,0.4,0.4
38603,0.4,Premium,5,4,62.0,58.0,1038,4.73,0.4,0.4
38604,0.31,Very Good,5,7,60.0,56.0,1039,4.45,0.31,0.31
38605,0.46,Ideal,2,3,61.2,56.0,1039,4.99,0.46,0.46
38606,0.39,Ideal,2,8,61.9,55.6,1039,4.68,0.39,0.39
38607,0.4,Ideal,4,6,62.9,55.0,1039,4.75,0.4,0.4
38608,0.4,Ideal,4,6,61.1,57.0,1039,4.8,0.4,0.4
38609,0.39,Very Good,6,4,59.5,57.0,1040,4.79,0.39,0.39
38610,0.46,Ideal,1,6,62.7,56.0,1040,4.9,0.46,0.46
38611,0.31,Premium,0,4,62.5,60.0,488,4.36,0.31,0.31
38612,0.31,Premium,0,4,62.3,60.0,488,4.34,0.31,0.31
38613,0.31,Premium,0,4,62.4,60.0,488,4.33,0.31,0.31
38614,0.28,Very Good,5,5,61.8,55.0,489,4.21,0.28,0.28
38615,0.3,Very Good,4,3,57.9,61.0,489,4.39,0.3,0.3
38616,0.3,Very Good,4,3,58.4,59.0,489,4.42,0.3,0.3
38617,0.3,Ideal,0,8,61.5,56.0,489,4.32,0.3,0.3
38618,0.3,Ideal,0,8,61.5,57.0,489,4.29,0.3,0.3
38619,0.31,Ideal,2,4,62.2,55.0,489,4.35,0.31,0.31
38620,0.31,Very Good,1,5,63.0,58.0,489,4.29,0.31,0.31
38621,0.31,Good,2,4,63.1,57.0,489,4.27,0.31,0.31
38622,0.31,Ideal,2,4,62.2,55.0,489,4.36,0.31,0.31
38623,0.31,Good,1,5,63.5,57.0,489,4.26,0.31,0.31
38624,0.31,Premium,1,5,62.6,59.0,489,4.29,0.31,0.31
38625,0.31,Ideal,2,4,62.6,57.0,489,4.34,0.31,0.31
38626,0.31,Ideal,2,4,62.2,53.0,489,4.38,0.31,0.31
38627,0.31,Good,2,4,63.1,57.0,489,4.28,0.31,0.31
38628,0.31,Good,2,4,63.2,57.0,489,4.32,0.31,0.31
38629,0.31,Ideal,2,4,61.5,57.0,489,4.33,0.31,0.31
38630,0.31,Very Good,2,4,62.5,54.0,489,4.35,0.31,0.31
38631,0.31,Premium,1,5,62.3,59.0,489,4.29,0.31,0.31
38632,0.31,Ideal,2,4,62.1,55.0,489,4.32,0.31,0.31
38633,0.31,Very Good,2,4,60.0,60.0,489,4.4,0.31,0.31
38634,0.31,Very Good,2,4,63.0,57.0,489,4.32,0.31,0.31
38635,0.31,Very Good,2,4,59.7,61.0,489,4.39,0.31,0.31
38636,0.31,Premium,1,5,60.8,59.0,489,4.37,0.31,0.31
38637,0.31,Very Good,2,4,63.0,57.0,489,4.32,0.31,0.31
38638,0.31,Very Good,2,4,60.5,63.0,489,4.33,0.31,0.31
38639,0.31,Ideal,2,4,61.9,55.0,489,4.35,0.31,0.31
38640,0.31,Very Good,2,4,62.5,60.0,489,4.31,0.31,0.31
38641,0.42,Premium,5,5,62.3,57.0,1040,4.83,0.42,0.42
38642,0.34,Fair,4,7,55.2,59.0,1040,4.72,0.34,0.34
38643,0.33,Ideal,4,6,62.2,56.0,1040,4.45,0.33,0.33
38644,0.33,Ideal,4,6,61.9,56.0,1040,4.46,0.33,0.33
38645,0.33,Ideal,4,6,61.3,56.0,1040,4.46,0.33,0.33
38646,0.33,Ideal,4,6,61.4,56.0,1040,4.49,0.33,0.33
38647,0.44,Premium,2,4,61.3,58.0,1040,4.91,0.44,0.44
38648,0.44,Premium,1,5,62.8,56.0,1040,4.88,0.44,0.44
38649,0.44,Ideal,4,3,61.0,57.0,1040,4.91,0.44,0.44
38650,0.44,Ideal,5,3,61.1,56.0,1040,4.92,0.44,0.44
38651,0.44,Premium,5,3,62.9,58.0,1040,4.88,0.44,0.44
38652,0.42,Premium,6,3,59.8,59.0,1040,4.91,0.42,0.42
38653,0.42,Ideal,6,3,61.5,56.0,1040,4.85,0.42,0.42
38654,0.42,Ideal,6,3,61.9,56.0,1040,4.84,0.42,0.42
38655,0.42,Premium,6,3,60.8,59.0,1040,4.85,0.42,0.42
38656,0.42,Ideal,6,3,62.0,55.0,1040,4.84,0.42,0.42
38657,0.42,Ideal,6,3,61.9,57.0,1040,4.82,0.42,0.42
38658,0.42,Ideal,6,3,62.4,57.0,1040,4.84,0.42,0.42
38659,0.42,Premium,6,3,61.1,60.0,1040,4.83,0.42,0.42
38660,0.42,Ideal,6,3,61.7,56.0,1040,4.83,0.42,0.42
38661,0.42,Premium,6,3,61.9,59.0,1040,4.81,0.42,0.42
38662,0.42,Premium,6,3,62.1,59.0,1040,4.79,0.42,0.42
38663,0.42,Ideal,6,3,62.3,57.0,1040,4.8,0.42,0.42
38664,0.42,Ideal,6,3,61.8,57.0,1040,4.81,0.42,0.42
38665,0.42,Premium,6,3,62.8,58.0,1040,4.79,0.42,0.42
38666,0.33,Ideal,3,7,62.3,55.0,1040,4.44,0.33,0.33
38667,0.38,Ideal,3,5,62.1,56.0,1040,4.68,0.38,0.38
38668,0.33,Premium,3,7,61.5,59.0,1040,4.46,0.33,0.33
38669,0.33,Premium,4,6,62.5,59.0,1040,4.47,0.33,0.33
38670,0.7,Premium,4,1,63.0,61.0,1040,5.69,0.7,0.7
38671,0.7,Good,4,1,63.9,60.0,1040,5.65,0.7,0.7
38672,0.44,Premium,5,3,62.3,59.0,1040,4.88,0.44,0.44
38673,0.44,Ideal,5,3,62.6,56.0,1040,4.9,0.44,0.44
38674,0.44,Premium,5,3,62.2,60.0,1040,4.86,0.44,0.44
38675,0.55,Very Good,1,2,63.1,58.0,1041,5.15,0.55,0.55
38676,0.52,Very Good,1,3,60.3,61.0,1041,5.14,0.52,0.52
38677,0.3,Ideal,6,6,61.4,55.0,1041,4.34,0.3,0.3
38678,0.3,Ideal,6,6,61.6,56.0,1041,4.32,0.3,0.3
38679,0.3,Ideal,6,6,61.7,57.0,1041,4.3,0.3,0.3
38680,0.3,Ideal,6,6,61.5,55.0,1041,4.34,0.3,0.3
38681,0.3,Ideal,4,7,61.5,56.0,1041,4.32,0.3,0.3
38682,0.3,Ideal,4,7,61.4,56.0,1041,4.33,0.3,0.3
38683,0.3,Ideal,4,7,61.9,55.0,1041,4.32,0.3,0.3
38684,0.3,Ideal,4,7,61.6,57.0,1041,4.33,0.3,0.3
38685,0.3,Ideal,4,7,61.7,57.0,1041,4.28,0.3,0.3
38686,0.3,Ideal,4,7,61.1,55.0,1041,4.36,0.3,0.3
38687,0.39,Good,3,7,61.6,61.0,1041,4.71,0.39,0.39
38688,0.37,Ideal,5,4,61.6,57.0,1041,4.65,0.37,0.37
38689,0.37,Ideal,5,4,61.2,57.0,1041,4.64,0.37,0.37
38690,0.37,Ideal,5,4,62.0,57.0,1041,4.63,0.37,0.37
38691,0.37,Ideal,4,5,61.7,56.0,1041,4.63,0.37,0.37
38692,0.37,Ideal,4,5,61.1,57.0,1041,4.65,0.37,0.37
38693,0.37,Ideal,5,4,62.5,56.0,1041,4.61,0.37,0.37
38694,0.37,Premium,5,4,61.1,57.0,1041,4.66,0.37,0.37
38695,0.37,Premium,5,4,59.5,59.0,1041,4.71,0.37,0.37
38696,0.37,Premium,5,4,58.9,61.0,1041,4.68,0.37,0.37
38697,0.37,Ideal,5,4,61.9,53.0,1041,4.65,0.37,0.37
38698,0.37,Premium,5,4,60.3,58.0,1041,4.66,0.37,0.37
38699,0.37,Premium,5,4,61.0,59.0,1041,4.63,0.37,0.37
38700,0.37,Premium,5,4,61.5,58.0,1041,4.66,0.37,0.37
38701,0.37,Ideal,5,4,62.3,56.0,1041,4.59,0.37,0.37
38702,0.37,Premium,5,4,62.3,59.0,1041,4.59,0.37,0.37
38703,0.37,Ideal,5,4,61.5,56.0,1041,4.62,0.37,0.37
38704,0.37,Ideal,5,4,62.6,56.0,1041,4.61,0.37,0.37
38705,0.37,Premium,5,4,61.8,59.0,1041,4.6,0.37,0.37
38706,0.37,Premium,5,4,63.0,58.0,1041,4.58,0.37,0.37
38707,0.37,Ideal,5,4,62.7,56.0,1041,4.6,0.37,0.37
38708,0.35,Ideal,3,8,61.8,56.0,1041,4.57,0.35,0.35
38709,0.37,Premium,5,4,59.1,60.0,1041,4.68,0.37,0.37
38710,0.42,Very Good,2,7,63.9,56.0,1042,4.73,0.42,0.42
38711,0.46,Very Good,5,3,61.4,62.0,1042,4.92,0.46,0.46
38712,0.54,Premium,0,4,62.6,58.0,1042,5.16,0.54,0.54
38713,0.36,Ideal,6,6,61.6,57.0,1042,4.56,0.36,0.36
38714,0.33,Ideal,4,8,61.5,55.0,1042,4.44,0.33,0.33
38715,0.52,Ideal,3,2,59.7,56.0,1042,5.28,0.52,0.52
38716,0.53,Ideal,0,3,61.4,56.0,1042,5.2,0.53,0.53
38717,0.42,Good,5,6,61.9,61.0,1042,4.72,0.42,0.42
38718,0.41,Ideal,3,4,61.4,59.0,1042,4.78,0.41,0.41
38719,0.4,Very Good,5,6,62.3,57.0,1043,4.68,0.4,0.4
38720,0.5,Good,4,3,63.1,61.0,1043,5.06,0.5,0.5
38721,0.41,Ideal,2,7,62.2,57.0,1043,4.74,0.41,0.41
38722,0.41,Ideal,2,7,62.7,54.0,1043,4.78,0.41,0.41
38723,0.41,Premium,2,7,60.4,58.0,1043,4.79,0.41,0.41
38724,0.41,Very Good,2,7,61.4,60.0,1043,4.73,0.41,0.41
38725,0.41,Ideal,2,7,61.4,56.0,1043,4.77,0.41,0.41
38726,0.4,Ideal,3,7,61.2,56.0,1043,4.77,0.4,0.4
38727,0.4,Ideal,3,7,62.3,54.0,1043,4.75,0.4,0.4
38728,0.4,Ideal,3,7,62.0,56.0,1043,4.73,0.4,0.4
38729,0.4,Ideal,3,7,62.1,53.0,1043,4.75,0.4,0.4
38730,0.4,Ideal,3,7,62.3,54.0,1043,4.75,0.4,0.4
38731,0.4,Ideal,3,7,62.4,54.0,1043,4.74,0.4,0.4
38732,0.4,Ideal,3,7,62.4,54.0,1043,4.73,0.4,0.4
38733,0.4,Ideal,3,7,62.0,55.0,1043,4.74,0.4,0.4
38734,0.4,Ideal,3,7,62.4,54.0,1043,4.73,0.4,0.4
38735,0.36,Ideal,5,7,61.4,57.0,1043,4.64,0.36,0.36
38736,0.4,Ideal,6,5,62.2,57.0,1043,4.71,0.4,0.4
38737,0.45,Ideal,1,8,62.0,54.0,1043,4.94,0.45,0.45
38738,0.32,Ideal,5,7,62.5,56.0,1044,4.42,0.32,0.32
38739,0.32,Premium,5,7,60.8,59.0,1044,4.45,0.32,0.32
38740,0.53,Very Good,0,3,61.5,56.0,1044,5.18,0.53,0.53
38741,0.4,Very Good,2,8,64.0,56.0,1044,4.66,0.4,0.4
38742,0.35,Very Good,3,8,62.2,58.0,1044,4.45,0.35,0.35
38743,0.35,Premium,5,7,60.7,59.0,1044,4.55,0.35,0.35
38744,0.35,Ideal,5,7,62.2,56.0,1044,4.51,0.35,0.35
38745,0.35,Very Good,3,8,59.1,59.0,1044,4.59,0.35,0.35
38746,0.35,Ideal,3,8,61.8,55.0,1044,4.54,0.35,0.35
38747,0.35,Ideal,3,8,61.4,55.0,1044,4.56,0.35,0.35
38748,0.35,Ideal,3,8,62.3,55.0,1044,4.5,0.35,0.35
38749,0.35,Premium,5,7,61.0,58.0,1044,4.52,0.35,0.35
38750,0.35,Ideal,3,8,61.1,56.0,1044,4.54,0.35,0.35
38751,0.35,Ideal,5,7,60.7,57.0,1044,4.53,0.35,0.35
38752,0.35,Premium,3,8,60.6,60.0,1044,4.54,0.35,0.35
38753,0.35,Ideal,5,7,62.0,56.0,1044,4.51,0.35,0.35
38754,0.41,Ideal,4,6,61.8,55.0,1044,4.77,0.41,0.41
38755,0.32,Ideal,6,5,61.4,57.0,1044,4.43,0.32,0.32
38756,0.43,Ideal,2,3,61.5,57.0,1045,4.88,0.43,0.43
38757,0.53,Very Good,2,2,61.4,57.0,1046,5.21,0.53,0.53
38758,0.51,Very Good,1,3,63.5,60.0,1046,5.03,0.51,0.51
38759,0.5,Very Good,5,2,60.8,61.0,1046,5.08,0.5,0.5
38760,0.53,Ideal,1,4,62.1,54.0,1046,5.2,0.53,0.53
38761,0.51,Ideal,4,2,62.7,57.0,1046,5.08,0.51,0.51
38762,0.43,Ideal,1,8,62.3,53.0,1046,4.82,0.43,0.43
38763,0.31,Ideal,5,8,61.9,55.0,1046,4.38,0.31,0.31
38764,0.31,Ideal,4,8,62.1,56.0,1046,4.36,0.31,0.31
38765,0.31,Ideal,4,8,62.0,56.0,1046,4.36,0.31,0.31
38766,0.31,Premium,5,6,61.4,60.0,1046,4.36,0.31,0.31
38767,0.31,Ideal,5,6,61.0,56.0,1046,4.43,0.31,0.31
38768,0.31,Ideal,4,8,62.2,56.0,1046,4.34,0.31,0.31
38769,0.31,Ideal,4,8,61.8,54.0,1046,4.37,0.31,0.31
38770,0.31,Premium,5,6,60.8,55.0,1046,4.43,0.31,0.31
38771,0.31,Ideal,5,6,60.8,57.0,1046,4.39,0.31,0.31
38772,0.31,Premium,5,6,61.4,58.0,1046,4.36,0.31,0.31
38773,0.31,Ideal,5,6,61.6,55.0,1046,4.38,0.31,0.31
38774,0.31,Premium,5,6,61.9,58.0,1046,4.38,0.31,0.31
38775,0.31,Ideal,5,6,61.6,57.0,1046,4.37,0.31,0.31
38776,0.31,Premium,5,6,60.4,59.0,1046,4.37,0.31,0.31
38777,0.31,Premium,4,8,61.5,58.0,1046,4.35,0.31,0.31
38778,0.31,Ideal,4,8,62.1,55.0,1046,4.35,0.31,0.31
38779,0.31,Ideal,5,6,61.7,56.0,1046,4.36,0.31,0.31
38780,0.31,Premium,5,6,61.3,60.0,1046,4.35,0.31,0.31
38781,0.31,Ideal,2,8,60.0,57.0,1046,4.41,0.31,0.31
38782,0.31,Premium,2,8,60.5,58.0,1046,4.44,0.31,0.31
38783,0.31,Ideal,2,8,61.8,56.0,1046,4.38,0.31,0.31
38784,0.31,Premium,2,8,61.0,58.0,1046,4.38,0.31,0.31
38785,0.31,Premium,2,8,61.7,58.0,1046,4.36,0.31,0.31
38786,0.31,Ideal,2,8,62.1,54.0,1046,4.37,0.31,0.31
38787,0.31,Ideal,3,7,59.5,56.0,1046,4.43,0.31,0.31
38788,0.31,Premium,3,7,60.2,59.0,1046,4.43,0.31,0.31
38789,0.31,Premium,3,7,59.5,60.0,1046,4.41,0.31,0.31
38790,0.31,Ideal,3,7,60.7,57.0,1046,4.4,0.31,0.31
38791,0.31,Premium,3,7,60.7,58.0,1046,4.4,0.31,0.31
38792,0.31,Premium,3,7,60.4,59.0,1046,4.41,0.31,0.31
38793,0.31,Ideal,3,7,60.6,57.0,1046,4.4,0.31,0.31
38794,0.31,Ideal,3,7,61.7,57.0,1046,4.38,0.31,0.31
38795,0.31,Premium,3,7,62.1,59.0,1046,4.39,0.31,0.31
38796,0.31,Premium,3,7,59.9,62.0,1046,4.37,0.31,0.31
38797,0.31,Ideal,3,7,61.6,56.0,1046,4.39,0.31,0.31
38798,0.31,Ideal,3,7,60.8,56.0,1046,4.39,0.31,0.31
38799,0.31,Ideal,3,7,62.8,53.0,1046,4.36,0.31,0.31
38800,0.31,Ideal,3,7,61.2,56.0,1046,4.38,0.31,0.31
38801,0.31,Very Good,3,7,63.4,57.0,1046,4.36,0.31,0.31
38802,0.31,Ideal,3,7,62.5,55.0,1046,4.34,0.31,0.31
38803,0.31,Very Good,3,7,63.1,56.0,1046,4.35,0.31,0.31
38804,0.31,Ideal,3,7,62.5,54.0,1046,4.37,0.31,0.31
38805,0.31,Premium,3,7,60.5,60.0,1046,4.4,0.31,0.31
38806,0.31,Premium,3,7,61.4,58.0,1046,4.35,0.31,0.31
38807,0.31,Premium,3,7,62.1,59.0,1046,4.35,0.31,0.31
38808,0.31,Premium,3,7,61.2,59.0,1046,4.34,0.31,0.31
38809,0.31,Premium,3,7,61.1,58.0,1046,4.35,0.31,0.31
38810,0.31,Very Good,3,7,63.5,57.0,1046,4.33,0.31,0.31
38811,0.31,Ideal,3,7,61.9,55.0,1046,4.36,0.31,0.31
38812,0.31,Premium,3,7,62.5,57.0,1046,4.4,0.31,0.31
38813,0.31,Ideal,3,7,62.5,57.0,1046,4.36,0.31,0.31
38814,0.31,Premium,3,7,62.2,59.0,1046,4.32,0.31,0.31
38815,0.45,Premium,4,3,61.1,58.0,1046,4.97,0.45,0.45
38816,0.31,Premium,3,7,62.6,61.0,1046,4.31,0.31,0.31
38817,0.31,Premium,3,7,63.0,58.0,1046,4.32,0.31,0.31
38818,0.39,Ideal,1,5,62.5,54.0,1047,4.7,0.39,0.39
38819,0.51,Very Good,0,4,62.5,56.0,1047,5.08,0.51,0.51
38820,0.38,Premium,5,7,60.6,59.0,1047,4.62,0.38,0.38
38821,0.5,Good,1,4,60.4,64.0,1047,5.12,0.5,0.5
